ROD BLUM FOR CONGRESS,Consultant,KELLYANNE CONWAY,https://www.documentcloud.org/documents/3534450-Conway-Kellyanne.html
ROD BLUM FOR CONGRESS,Official campaign committee,ROD BLUM,http://rodblum.com/
ROMNEY FOR PRESIDENT INC.,Provided legal services for,ANNIE DONALDSON,https://www.documentcloud.org/documents/3534049-Donaldson-Ann.html
RON JOHNSON FOR SENATE,Provided legal services for,ANNIE DONALDSON,https://www.documentcloud.org/documents/3534049-Donaldson-Ann.html
RON JOHNSON FOR SENATE,Official campaign committee,RONALD HAROLD JOHNSON,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0WI00197&tabIndex=1
SANEI INTERNATIONAL,Business relationship,ABIGAIL KLEM,http://www.nytimes.com/2016/12/04/us/politics/trump-family-ivanka-donald-jr.html
SOROS FUND MANAGEMENT LLC,Chairman,GEORGE SOROS,https://www.georgesoros.com/
SOUTH FLORIDA PBS INC.,Former television host,HELEN FERRE,https://www.documentcloud.org/documents/3534068-Ferre-Helen.html
STEINMETZ DIAMOND GROUP,Co-founder,BENY STEINMETZ,https://www.bloomberg.com/news/articles/2017-04-26/kushners-are-partners-with-one-of-israel-s-wealthiest-families
STEINMETZ DIAMOND GROUP,Co-founder,DANIEL STEINMETZ,https://www.bloomberg.com/news/articles/2017-04-26/kushners-are-partners-with-one-of-israel-s-wealthiest-families
STRATEGY INTERNATIONAL LLC,Former consultant,BORIS EPSHTEYN,https://www.documentcloud.org/documents/3534046-Epshteyn-Boris.html
SULLIVAN FOR U.S. SENATE,Official campaign committee,DAN SULLIVAN,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do
SULLIVAN FOR U.S. SENATE,Provided legal services for,SEAN CAIRNCROSS,https://www.documentcloud.org/documents/3533941-Cairncross-Sean.html
T INTERNATIONAL REALTY LLC,Member,IVANKA TRUMP,https://www.documentcloud.org/documents/3534040-Kushner-Jared.html
TELLON EVENTS CORP.,Former president,GEORGE GIGICOS,https://www.documentcloud.org/documents/3534048-Gigicos-George.html
TEXANS FOR SENATOR JOHN CORNYN,Official campaign committee,JOHN CORYN,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2TX00106&tabIndex=1
TEXANS FOR SENATOR JOHN CORNYN,Provided legal services for,SEAN CAIRNCROSS,https://www.documentcloud.org/documents/3533941-Cairncross-Sean.html
TEXAS PHILATELIC ASSOCIATION FOUNDATION INC.,Board member,UTTAM DHILLON,https://www.documentcloud.org/documents/3534050-Dhillon-Uttam.html
TGP SECURITIES INC.,Former managing director,BORIS EPSHTEYN,https://www.documentcloud.org/documents/3534046-Epshteyn-Boris.html
THE HERITAGE FOUNDATION,Former director,PAUL WINFREE,https://www.documentcloud.org/documents/3534344-Winfree-Paul.html
THE LIBRE INITIATIVE,Former COO and chief of staff,ANDELIZ CASTILLO,https://www.documentcloud.org/documents/3534453-Castillo-Andeliz.html
THE MIAMI HERALD/EL NUEVO HERALD,Former columnist,HELEN FERRE,https://www.documentcloud.org/documents/3534068-Ferre-Helen.html
THE TRUMP ORGANIZATION INC.,Former director of security,KEITH SCHILLER,https://www.documentcloud.org/documents/3534267-Schiller-Keith.html
THRIVE CAPITAL,Former board member,JARED KUSHNER,https://www.documentcloud.org/documents/3534040-Kushner-Jared.html
TIMBER RIDGE HOMEOWNERS CORPORATION,Board member,UTTAM DHILLON,https://www.documentcloud.org/documents/3534050-Dhillon-Uttam.html
TOM ROONEY FOR CONGRESS,Provided legal services for,ANNIE DONALDSON,https://www.documentcloud.org/documents/3534049-Donaldson-Ann.html
TOWNSEND PUBLIC AFFAIRS,Former senior associate,CINDY SIMMS,https://www.documentcloud.org/documents/3534338-Simms-Cindy.html
TTT CONSULTING LLC,Member,IVANKA TRUMP,https://www.documentcloud.org/documents/3534040-Kushner-Jared.html
TTTT VENTURE LLC,Member,IVANKA TRUMP,https://www.documentcloud.org/documents/3534040-Kushner-Jared.html
ULTIMATE FIGHTING CHAMPIONSHIP,Former director of communications,STEVEN N. CHEUNG,https://www.documentcloud.org/documents/3534333-Cheung-Steven-N.html
UNIVERSITY OF CALIFORNIA - IRVINE,Former professor,PETER NAVARRO,https://www.documentcloud.org/documents/3534158-Navarro-Peter.html
UNIVISION,Former radio host,HELEN FERRE,https://www.documentcloud.org/documents/3534068-Ferre-Helen.html
US CONSUMER COALITION,Former government affairs representative,SARAH MAKIN,https://www.documentcloud.org/documents/3535103-Makin-Sarah.html
VOGELHOOD RESEARCH,Former general counsel,SEAN CAIRNCROSS,https://www.documentcloud.org/documents/3533941-Cairncross-Sean.html
WESTMINSTER MANAGEMENT,Former managing member,JARED KUSHNER,https://www.documentcloud.org/documents/3534040-Kushner-Jared.html
WISE PUBLIC AFFAIRS,Former vice president,SARAH MAKIN,https://www.documentcloud.org/documents/3535103-Makin-Sarah.html
YELLOWHAMMER MULTIMEDIA,Former CEO,CLIFF SIMS,https://www.documentcloud.org/documents/3534339-Sims-Cliff.html
YELLOWHAMMER STRATEGIES,Former principal,CLIFF SIMS,https://www.documentcloud.org/documents/3534339-Sims-Cliff.html
